n_constituents,precision,seed,class,fpr,tpr
8,W1A8,1,q,0.11575643695533035,0.6480280127630236
8,W1A8,1,q,0.12030053494233242,0.6560276149173361
8,W1A8,1,q,0.1250230145991456,0.665301592395103
8,W1A8,1,q,0.12993087842004145,0.6745771367804557
8,W1A8,1,q,0.13503140378698722,0.6835955466661549
8,W1A8,1,q,0.14033215376054847,0.6919571269038813
8,W1A8,1,q,0.14584098829439862,0.7014313108490566
8,W1A8,1,q,0.15156607589006013,0.7102839621350255
8,W1A8,1,q,0.15751590570916213,0.719258558261685
8,W1A8,1,q,0.16369930016117018,0.7277308567941103
8,W1A8,1,q,0.17012542798525893,0.7370420455865804
8,W1A8,1,q,0.1768038178457205,0.7457639208178288
8,W1A8,1,q,0.18374437246107247,0.7535639448779957
8,W1A8,1,q,0.19095738328780967,0.7619022437001929
8,W1A8,1,q,0.19845354578058033,0.7698082780623025
8,W1A8,1,q,0.20624397525140925,0.7775931456393377
8,W1A8,1,q,0.21434022335148545,0.7851511659920258
8,W1A8,1,q,0.22275429519995563,0.7932015661718276
8,W1A8,1,q,0.23149866718511608,0.800968450236315
8,W1A8,1,q,0.24058630546440668,0.8082850470905932
8,W1A8,1,q,0.25003068519063215,0.8151456660947171
8,W1A8,1,q,0.2598458104929247,0.8225053989228958
8,W1A8,1,q,0.2700462352420682,0.8297176365299115
8,W1A8,1,q,0.28064708463098387,0.8369994036489355
8,W1A8,1,q,0.29166407760237006,0.8439052716688649
8,W1A8,1,q,0.3031135501567576,0.8503577774763156
8,W1A8,1,q,0.3150124795755328,0.8565974910715956
8,W1A8,1,q,0.3273785095948577,0.862813161152153
8,W1A8,1,q,0.34022997656780646,0.8693607114083415
8,W1A8,1,q,0.35358593665351756,0.8766539793518725
8,W1A8,1,q,0.3674661940736688,0.8827467561290717
8,W1A8,1,q,0.3818913304781854,0.8893879346090661
8,W1A8,1,q,0.3968827354637158,0.8968470945133137
8,W1A8,1,q,0.4124626382901348,0.9036362081441874
8,W1A8,1,q,0.4286541408420925,0.910733876831425
8,W1A8,1,q,0.4454812518844989,0.9168903015989512
8,W1A8,1,q,0.46296892266272677,0.9239858977350222
8,W1A8,1,q,0.48114308390032545,0.9297460273325511
8,W1A8,1,q,0.500030684249109,0.9360368588101685
8,W1A8,1,q,0.5196597302486197,0.9424350817139208
8,W1A8,1,q,0.5400593278542374,0.9492920485930769
8,W1A8,1,q,0.5612597255954966,0.9554357948699882
8,W1A8,1,q,0.58329235942862,0.9606681461520171
8,W1A8,1,q,0.6061898993497572,0.9660303201841827
8,W1A8,1,q,0.6299862978380694,0.9708686313207024
8,W1A8,1,q,0.6547168402004729,0.9752001061129257
8,W1A8,1,q,0.6804181968927094,0.9793004517935857
8,W1A8,1,q,0.7071284778942997,0.9830570812808638
8,W1A8,1,q,0.7348872892180388,0.9862847779627032
8,W1A8,1,q,0.7637357916378011,0.9889800282643232
8,W1A8,1,q,0.7937167617217543,0.9915209877613864
8,W1A8,1,q,0.8248746552614581,0.9932567063540126
8,W1A8,1,q,0.8572556731909324,0.9949955546697321
8,W1A8,1,q,0.8909078300934125,0.9966219385102462
8,W1A8,1,q,0.9258810253973945,0.9978593055266372
8,W1A8,1,q,0.9622271173675134,0.9991021865150523
8,W1A8,1,q,1.0,1.0
8,W1A8,1,W,1e-05,0.0002107676845027281
8,W1A8,1,W,1.039255682936713e-05,0.00023106584484531453
8,W1A8,1,W,1.080052374516254e-05,0.00025216082333450823
8,W1A8,1,W,1.1224505680853058e-05,0.0002740838996108292
8,W1A8,1,W,1.1665131316981961e-05,0.00029686758121845203
8,W1A8,1,W,1.2123054013376529e-05,0.00032054565180739483
8,W1A8,1,W,1.2598952777950285e-05,0.00034515322122793013
8,W1A8,1,W,1.3093533273536095e-05,0.0003707267775914798
8,W1A8,1,W,1.3607528864243332e-05,0.00039730424137520256
8,W1A8,1,W,1.414170170289024e-05,0.0004249250216504811
8,W1A8,1,W,1.4696843861124474e-05,0.00045670213911944905
8,W1A8,1,W,1.5273778503907123e-05,0.0004934183105930548
8,W1A8,1,W,1.5873361110102085e-05,0.0005315758004526803
8,W1A8,1,W,1.6496480740980206e-05,0.0005712311886358962
8,W1A8,1,W,1.714406135851972e-05,0.0006124432761643648
8,W1A8,1,W,1.781706319545729e-05,0.0006552731723340086
8,W1A8,1,W,1.851648417912154e-05,0.0006997843853279025
8,W1A8,1,W,1.92433614111598e-05,0.0007460429163862134
8,W1A8,1,W,1.999877270535287e-05,0.0007555304878603029
8,W1A8,1,W,2.078383818579755e-05,0.0007648982946686452
8,W1A8,1,W,2.159972194782717e-05,0.0007746338411308689
8,W1A8,1,W,2.244763378413224e-05,0.0007847515631182292
8,W1A8,1,W,2.3328830978641584e-05,0.0007952664631919672
8,W1A8,1,W,2.424462017082331e-05,0.0008083296842872907
8,W1A8,1,W,2.5196359293170134e-05,0.0008310429698721731
8,W1A8,1,W,2.6185459584742327e-05,0.0008546478809944278
8,W1A8,1,W,2.7213387683753087e-05,0.0008791794190234471
8,W1A8,1,W,2.828166780230035e-05,0.0009046739593312835
8,W1A8,1,W,2.9391883986468844e-05,0.0009240262647864793
8,W1A8,1,W,3.054568246515432e-05,0.0009354993642850956
8,W1A8,1,W,3.174477409109193e-05,0.0009474228481399309
8,W1A8,1,W,3.2990936877709426e-05,0.0009598143964964726
8,W1A8,1,W,3.428601863556583e-05,0.000972692383546393
8,W1A8,1,W,3.563193971228584e-05,0.0009860759047728089
8,W1A8,1,W,3.703069584005141e-05,0.0009999848052650658
8,W1A8,1,W,3.848436109487433e-05,0.0010144397091450448
8,W1A8,1,W,3.999509097203661e-05,0.0010857655003285584
8,W1A8,1,W,4.156512558225988e-05,0.0011607033559716416
8,W1A8,1,W,4.319679297334174e-05,0.0012385829483158067
8,W1A8,1,W,4.489251258218608e-05,0.0012569002728683026
8,W1A8,1,W,4.665479882234468e-05,0.001270919279307914
8,W1A8,1,W,4.848626481239078e-05,0.0012869004771942014
8,W1A8,1,W,5.0389626250651503e-05,0.0013096123689843942
8,W1A8,1,W,5.2367705442046556e-05,0.0013332158315975957
8,W1A8,1,W,5.442343548300272e-05,0.001410690549966741
8,W1A8,1,W,5.655986461065002e-05,0.001512662453335511
8,W1A8,1,W,5.878016072274912e-05,0.001577963438022857
8,W1A8,1,W,6.10876160750504e-05,0.001596319270750755
8,W1A8,1,W,6.34856521630521e-05,0.0016117564185250603
8,W1A8,1,W,6.597782479539533e-05,0.0016216690488870548
8,W1A8,1,W,6.856782936641738e-05,0.001650808372577171
8,W1A8,1,W,7.12595063356841e-05,0.0017043391723780424
8,W1A8,1,W,7.405684692262442e-05,0.0017377781487844957
8,W1A8,1,W,7.696399902471151e-05,0.0017609045757583685
8,W1A8,1,W,7.998527336796708e-05,0.0019506125230349552
8,W1A8,1,W,8.312514989890632e-05,0.0020727576676317847
8,W1A8,1,W,8.638828442740453e-05,0.0020857368031790887
8,W1A8,1,W,8.977951553033314e-05,0.002136731390382668
8,W1A8,1,W,9.33038717262036e-05,0.0021706763455383304
8,W1A8,1,W,9.69665789314552e-05,0.0021880448462407885
8,W1A8,1,W,0.00010077306820944618,0.0022183255103488306
8,W1A8,1,W,0.00010472898382363586,0.002235264043727725
8,W1A8,1,W,0.00010884019160690055,0.0023220499064698736
8,W1A8,1,W,0.00011311278765939213,0.0023834761812588034
8,W1A8,1,W,0.00011755310738783699,0.002413296705103568
8,W1A8,1,W,0.00012216773489967918,0.0024591834709214054
8,W1A8,1,W,0.0001269635127659973,0.0025104953132857716
8,W1A8,1,W,0.0001319475521676706,0.002593749383683287
8,W1A8,1,W,0.00013712724343984008,0.002783060065714921
8,W1A8,1,W,0.00014251026703029977,0.0029681866209964806
8,W1A8,1,W,0.0001481046048880674,0.0030351662002323855
8,W1A8,1,W,0.00015391855229902055,0.00308141621588613
8,W1A8,1,W,0.00015996073018614878,0.0032207186964128497
8,W1A8,1,W,0.0001662400978926612,0.0032456949160269695
8,W1A8,1,W,0.00017276596646690346,0.0033059091235567834
8,W1A8,1,W,0.00017954801246878303,0.0033349770946756864
8,W1A8,1,W,0.0001865962923181746,0.003353666809272015
8,W1A8,1,W,0.0001939212572065831,0.0033749411314927874
8,W1A8,1,W,0.0002015337685941733,0.0034886566591712546
8,W1A8,1,W,0.00020944511431514686,0.0038294386589714366
8,W1A8,1,W,0.0002176670253153459,0.0039056629775396875
8,W1A8,1,W,0.00022621169304690264,0.00411592781896351
8,W1A8,1,W,0.00023509178754572868,0.004204261761244296
8,W1A8,1,W,0.0002443204762186487,0.004516055683744196
8,W1A8,1,W,0.0002539114433680347,0.004939516495174479
8,W1A8,1,W,0.00026387891048289345,0.005050728473944259
8,W1A8,1,W,0.000274237657326495,0.00519656297857946
8,W1A8,1,W,0.0002850030438518105,0.005289211150286751
8,W1A8,1,W,0.0002961910329772553,0.005559132758977591
8,W1A8,1,W,0.000307818214256508,0.00589554611438697
8,W1A8,1,W,0.0003199018284775064,0.0060748926384253015
8,W1A8,1,W,0.00033245979322709383,0.0063153461716842305
8,W1A8,1,W,0.0003455107294592218,0.006831633331309509
8,W1A8,1,W,0.0003590739891061055,0.00714869396738815
8,W1A8,1,W,0.00037316968377327516,0.007344845347865848
8,W1A8,1,W,0.00038781871456107194,0.007767310533020835
8,W1A8,1,W,0.0004030428030568051,0.007915695911825294
8,W1A8,1,W,0.0004188645235435271,0.008449905542458381
8,W1A8,1,W,0.0004353073364731892,0.00906368581913185
8,W1A8,1,W,0.00045239562325380536,0.009322789891758028
8,W1A8,1,W,0.00047015472240221294,0.01006723550681813
8,W1A8,1,W,0.0004886109671160327,0.010473773245853836
8,W1A8,1,W,0.0005077917243205403,0.010950770097340301
8,W1A8,1,W,0.0005277254352483538,0.011224002107949622
8,W1A8,1,W,0.0005484416576121015,0.01188234947534137
8,W1A8,1,W,0.0005699711094326076,0.012243137461617579
8,W1A8,1,W,0.0005923457145875806,0.012713098638676916
8,W1A8,1,W,0.0006155986501483508,0.012768257428429904
8,W1A8,1,W,0.0006397643955748423,0.0132180443673064
8,W1A8,1,W,0.0006648787838417263,0.013433671116824244
8,W1A8,1,W,0.0006909790545715645,0.013776445539018111
8,W1A8,1,W,0.0007181039092537349,0.014181821285046596
8,W1A8,1,W,0.0007462935686310129,0.014694946226722433
8,W1A8,1,W,0.0007755898323389002,0.015534053116639702
8,W1A8,1,W,0.0008060361408861345,0.016041585098543417
8,W1A8,1,W,0.0008376776400682916,0.016773051251282856
8,W1A8,1,W,0.0008705612479099857,0.017210247178637797
8,W1A8,1,W,0.0009047357242349293,0.018237079514489926
8,W1A8,1,W,0.0009402517429670132,0.018590106444579774
8,W1A8,1,W,0.0009771619672696182,0.019210899724600994
8,W1A8,1,W,0.0010155211276345682,0.02057967826487972
8,W1A8,1,W,0.001055386103036523,0.021307461102157855
8,W1A8,1,W,0.001096816005273138,0.022178997020049662
8,W1A8,1,W,0.0011398722666160514,0.022797464563482032
8,W1A8,1,W,0.0011846187309026836,0.023633373073685925
8,W1A8,1,W,0.0012311217482038896,0.024650600367021967
8,W1A8,1,W,0.0012794502732078733,0.025356082282743397
8,W1A8,1,W,0.0013296759674662113,0.02652707539635577
8,W1A8,1,W,0.0013818733056536322,0.02792236118973168
8,W1A8,1,W,0.0014361196859990787,0.029015561327293774
8,W1A8,1,W,0.0014924955450518291,0.03049483136076615
8,W1A8,1,W,0.0015510844769528406,0.03187187641387477
8,W1A8,1,W,0.001611973357388157,0.032714143566488
8,W1A8,1,W,0.0016752524724082155,0.033858299977006394
8,W1A8,1,W,0.0017410156523040153,0.03522647303544762
8,W1A8,1,W,0.0018093604107387166,0.03636076221580978
8,W1A8,1,W,0.0018803880893409146,0.038356556738175895
8,W1A8,1,W,0.0019542040079740535,0.03971165690767193
8,W1A8,1,W,0.002030917620904735,0.041573320485602576
8,W1A8,1,W,0.0021106426791015548,0.043228397672960064
8,W1A8,1,W,0.002193497398905058,0.04459959673432654
8,W1A8,1,W,0.00227960463731898,0.045602663801693206
8,W1A8,1,W,0.002369092074182632,0.0472753676574157
8,W1A8,1,W,0.0024620924014946257,0.049437470622481265
8,W1A8,1,W,0.0025587435201685866,0.051324567430699936
8,W1A8,1,W,0.0026591887445126935,0.05301869910057239
8,W1A8,1,W,0.0027635770147361573,0.05547214107845944
8,W1A8,1,W,0.002872063117797828,0.05766521644506169
8,W1A8,1,W,0.002984807916924324,0.05960136371627385
8,W1A8,1,W,0.003101978590138097,0.06130451404020333
8,W1A8,1,W,0.0032237488781490303,0.06317470592231293
8,W1A8,1,W,0.0033502993419772297,0.06499903950143959
8,W1A8,1,W,0.0034818176306889667,0.06724990677286594
8,W1A8,1,W,0.0036184987596427466,0.07012151612514933
8,W1A8,1,W,0.0037605453996581717,0.07147599454005743
8,W1A8,1,W,0.003908168177536264,0.07385629115410991
8,W1A8,1,W,0.00406158598837698,0.0764593742294466
8,W1A8,1,W,0.0042210263201568985,0.07918027248793717
8,W1A8,1,W,0.0043867255910484985,0.08221322949026881
8,W1A8,1,W,0.00455892949998106,0.08436804764829926
8,W1A8,1,W,0.004737893390963144,0.0871315360076791
8,W1A8,1,W,0.0049238826317067365,0.09070727050423952
8,W1A8,1,W,0.005117173007114605,0.09394116395020573
8,W1A8,1,W,0.005318051128214197,0.0972136272458629
8,W1A8,1,W,0.005526814857144603,0.0999930955182794
8,W1A8,1,W,0.005743773748826581,0.10354338639286376
8,W1A8,1,W,0.005969249509970733,0.10598835429613485
8,W1A8,1,W,0.0062035764761042686,0.1103644312540979
8,W1A8,1,W,0.006447102107323869,0.1137736065598983
8,W1A8,1,W,0.006700187503509584,0.11705814546440767
8,W1A8,1,W,0.006963207939763883,0.1214073111439656
8,W1A8,1,W,0.007236553422869657,0.12501235139695827
8,W1A8,1,W,0.007520629269592407,0.12844880903985578
8,W1A8,1,W,0.007815856707684091,0.13356414162427435
8,W1A8,1,W,0.008122673500479712,0.13949323325947488
8,W1A8,1,W,0.008441534596012984,0.1436500493866975
8,W1A8,1,W,0.008772912801613356,0.14786103457712252
8,W1A8,1,W,0.00911729948498492,0.1536473089402446
8,W1A8,1,W,0.009475205302806537,0.1580255407093022
8,W1A8,1,W,0.009847160957933775,0.16421138289844822
8,W1A8,1,W,0.010233717986325191,0.169514773786052
8,W1A8,1,W,0.010635449574860113,0.17457772811883412
8,W1A8,1,W,0.01105295141126021,0.18112691681065904
8,W1A8,1,W,0.011486842567375536,0.18728720057577194
8,W1A8,1,W,0.011937766417144358,0.1928352690266293
8,W1A8,1,W,0.012406391590588319,0.19910894601846135
8,W1A8,1,W,0.012893412965257143,0.20505025260317125
8,W1A8,1,W,0.013399552696593384,0.21098558943296444
8,W1A8,1,W,0.01392556128874462,0.21801941688821722
8,W1A8,1,W,0.014472218707411343,0.22465190655410988
8,W1A8,1,W,0.015040335536380237,0.23018494544715382
8,W1A8,1,W,0.015630754179458157,0.2374087735079975
8,W1A8,1,W,0.016244350109588655,0.24449166653692087
8,W1A8,1,W,0.016882033167003627,0.2505343878107592
8,W1A8,1,W,0.017544748908334597,0.25807013111095944
8,W1A8,1,W,0.018233480008684404,0.2654113077055889
8,W1A8,1,W,0.018949247718738217,0.27293905153347253
8,W1A8,1,W,0.019693113379074218,0.2817872844800119
8,W1A8,1,W,0.0204661799939199,0.2880886718268122
8,W1A8,1,W,0.021269593866686896,0.2969089419901618
8,W1A8,1,W,0.022104546299710218,0.30444244399271164
8,W1A8,1,W,0.022972275360711513,0.31283305810889683
8,W1A8,1,W,0.02387406771860647,0.3215123131914669
8,W1A8,1,W,0.024811260551377678,0.33054855817197
8,W1A8,1,W,0.025785243528842736,0.33851904362094426
8,W1A8,1,W,0.026797460873256896,0.3474600260042542
8,W1A8,1,W,0.02784941350080644,0.355855908796689
8,W1A8,1,W,0.02894266124716749,0.36515570060355373
8,W1A8,1,W,0.03007882518043099,0.3745252630154541
8,W1A8,1,W,0.03125959000482278,0.3832882788603812
8,W1A8,1,W,0.032486706558783746,0.39404870522793034
8,W1A8,1,W,0.03376199441111337,0.40341841234469167
8,W1A8,1,W,0.035087344559027116,0.41204465737308005
8,W1A8,1,W,0.03646472223212745,0.4206428456719417
8,W1A8,1,W,0.03789616980644716,0.4301390296731992
8,W1A8,1,W,0.03938380983288489,0.43919933473589223
8,W1A8,1,W,0.04092984818452438,0.44866066637422625
8,W1A8,1,W,0.04253657732750387,0.4585548384885391
8,W1A8,1,W,0.0442063797202853,0.4681632142722725
8,W1A8,1,W,0.04594173134636476,0.4787243730516885
8,W1A8,1,W,0.047745205385661266,0.48981456429900744
8,W1A8,1,W,0.04961947603002903,0.4993659591223885
8,W1A8,1,W,0.051567322448549634,0.5097085909736314
8,W1A8,1,W,0.05359163290848515,0.5207953339434971
8,W1A8,1,W,0.055695409058001306,0.5308658625723714
8,W1A8,1,W,0.05788177037701274,0.5407831151982397
8,W1A8,1,W,0.06015395880274833,0.5503176229694184
8,W1A8,1,W,0.06251534353689711,0.5600765823672775
8,W1A8,1,W,0.06496942604146118,0.5706458581554914
8,W1A8,1,W,0.06751984523072502,0.5811058707971742
8,W1A8,1,W,0.07017038286703822,0.5917646201345529
8,W1A8,1,W,0.07292496916841444,0.601809211183761
8,W1A8,1,W,0.07578768863625922,0.612214590399395
8,W1A8,1,W,0.07876278611187056,0.6220870441691891
8,W1A8,1,W,0.0818546730706902,0.6329192332828937
8,W1A8,1,W,0.08506793416364153,0.6424195431296496
8,W1A8,1,W,0.08840733401525062,0.650897863831266
8,W1A8,1,W,0.09187782428863331,0.6599559535304983
8,W1A8,1,W,0.09548455102782294,0.668991721669989
8,W1A8,1,W,0.09923286228832545,0.6780809383874217
8,W1A8,1,W,0.10312831606721848,0.6859542106997585
8,W1A8,1,W,0.10717668854455034,0.6945205771557241
8,W1A8,1,W,0.11138398264826183,0.7021431771638305
8,W1A8,1,W,0.11575643695533035,0.7099804197339875
8,W1A8,1,W,0.12030053494233242,0.7179249576064597
8,W1A8,1,W,0.1250230145991456,0.7252524677185143
8,W1A8,1,W,0.12993087842004145,0.7328876446705751
8,W1A8,1,W,0.13503140378698722,0.7406770658741164
8,W1A8,1,W,0.14033215376054847,0.7482958636207319
8,W1A8,1,W,0.14584098829439862,0.7565159150409551
8,W1A8,1,W,0.15156607589006013,0.7648897428862313
8,W1A8,1,W,0.15751590570916213,0.7720614380198412
8,W1A8,1,W,0.16369930016117018,0.7809705945540799
8,W1A8,1,W,0.17012542798525893,0.7897123435256942
8,W1A8,1,W,0.1768038178457205,0.7967878830587162
8,W1A8,1,W,0.18374437246107247,0.8061771300104084
8,W1A8,1,W,0.19095738328780967,0.8146497315549642
8,W1A8,1,W,0.19845354578058033,0.8236574808711808
8,W1A8,1,W,0.20624397525140925,0.8323738218886093
8,W1A8,1,W,0.21434022335148545,0.8403346281406007
8,W1A8,1,W,0.22275429519995563,0.8492332234736452
8,W1A8,1,W,0.23149866718511608,0.8572175760306189
8,W1A8,1,W,0.24058630546440668,0.865441530768178
8,W1A8,1,W,0.25003068519063215,0.8730121280562891
8,W1A8,1,W,0.2598458104929247,0.8804160670468979
8,W1A8,1,W,0.2700462352420682,0.8875659951003497
8,W1A8,1,W,0.28064708463098387,0.8941258752971624
8,W1A8,1,W,0.29166407760237006,0.9003163484597304
8,W1A8,1,W,0.3031135501567576,0.9063472450184712
8,W1A8,1,W,0.3150124795755328,0.9119376489135862
8,W1A8,1,W,0.3273785095948577,0.9168826744886694
8,W1A8,1,W,0.34022997656780646,0.9219459873396468
8,W1A8,1,W,0.35358593665351756,0.9264769995397838
8,W1A8,1,W,0.3674661940736688,0.9307734608301804
8,W1A8,1,W,0.3818913304781854,0.9347997554834885
8,W1A8,1,W,0.3968827354637158,0.9391532001942601
8,W1A8,1,W,0.4124626382901348,0.9427008035954028
8,W1A8,1,W,0.4286541408420925,0.9472126563201358
8,W1A8,1,W,0.4454812518844989,0.9517295331477064
8,W1A8,1,W,0.46296892266272677,0.9562341781573397
8,W1A8,1,W,0.48114308390032545,0.9605599631269099
8,W1A8,1,W,0.500030684249109,0.9648702976931176
8,W1A8,1,W,0.5196597302486197,0.9687218256215085
8,W1A8,1,W,0.5400593278542374,0.9731147348177035
8,W1A8,1,W,0.5612597255954966,0.9769730193028292
8,W1A8,1,W,0.58329235942862,0.9809514693213363
8,W1A8,1,W,0.6061898993497572,0.9845314718770336
8,W1A8,1,W,0.6299862978380694,0.9878886526486549
8,W1A8,1,W,0.6547168402004729,0.9907867626046146
8,W1A8,1,W,0.6804181968927094,0.9930469179218061
8,W1A8,1,W,0.7071284778942997,0.9947660353117835
8,W1A8,1,W,0.7348872892180388,0.9963993534822986
8,W1A8,1,W,0.7637357916378011,0.9974336082699778
8,W1A8,1,W,0.7937167617217543,0.9981619305723262
8,W1A8,1,W,0.8248746552614581,0.998545036852685
8,W1A8,1,W,0.8572556731909324,0.9988706695875266
8,W1A8,1,W,0.8909078300934125,0.9993108069302192
8,W1A8,1,W,0.9258810253973945,0.9995979707092946
8,W1A8,1,W,0.9622271173675134,0.9997702689767397
8,W1A8,1,W,1.0,1.0
8,W1A8,1,Z,1e-05,0.0007340169796168115
8,W1A8,1,Z,1.039255682936713e-05,0.0007823473172161375
8,W1A8,1,Z,1.080052374516254e-05,0.0008325748952244874
8,W1A8,1,Z,1.1224505680853058e-05,0.0008847741911098091
8,W1A8,1,Z,1.1665131316981961e-05,0.0009390226060039276
8,W1A8,1,Z,1.2123054013376529e-05,0.000995400579472949
8,W1A8,1,Z,1.2598952777950285e-05,0.0010539917087930843
8,W1A8,1,Z,1.3093533273536095e-05,0.0011148828729087119
8,W1A8,1,Z,1.3607528864243332e-05,0.001178164361256513
8,W1A8,1,Z,1.414170170289024e-05,0.0012439300076466588
8,W1A8,1,Z,1.4696843861124474e-05,0.001302226493106979
8,W1A8,1,Z,1.5273778503907123e-05,0.0013503438219279677
8,W1A8,1,Z,1.5873361110102085e-05,0.0014003500293529177
8,W1A8,1,Z,1.6496480740980206e-05,0.001452319264601409
8,W1A8,1,Z,1.714406135851972e-05,0.0015063285876712785
8,W1A8,1,Z,1.781706319545729e-05,0.0015624580836032021
8,W1A8,1,Z,1.851648417912154e-05,0.00162079098123083
8,W1A8,1,Z,1.92433614111598e-05,0.0016814137765925078
8,W1A8,1,Z,1.999877270535287e-05,0.0018855629489245654
8,W1A8,1,Z,2.078383818579755e-05,0.002100697700902331
8,W1A8,1,Z,2.159972194782717e-05,0.0023242777144924153
8,W1A8,1,Z,2.244763378413224e-05,0.0025566345142069785
8,W1A8,1,Z,2.3328830978641584e-05,0.002798112638779326
8,W1A8,1,Z,2.424462017082331e-05,0.0030204350962837827
8,W1A8,1,Z,2.5196359293170134e-05,0.0031224908004812923
8,W1A8,1,Z,2.6185459584742327e-05,0.0032285527710446686
8,W1A8,1,Z,2.7213387683753087e-05,0.0033387782766961236
8,W1A8,1,Z,2.828166780230035e-05,0.0034533307598489708
8,W1A8,1,Z,2.9391883986468844e-05,0.0035243079900430735
8,W1A8,1,Z,3.054568246515432e-05,0.00353805495464707
8,W1A8,1,Z,3.174477409109193e-05,0.0035523415657349026
8,W1A8,1,Z,3.2990936877709426e-05,0.0035671890074978397
8,W1A8,1,Z,3.428601863556583e-05,0.0035803003802303834
8,W1A8,1,Z,3.563193971228584e-05,0.0035909910567180846
8,W1A8,1,Z,3.703069584005141e-05,0.003602101403012366
8,W1A8,1,Z,3.848436109487433e-05,0.0036136478935380927
8,W1A8,1,Z,3.999509097203661e-05,0.0036256476494349286
8,W1A8,1,Z,4.156512558225988e-05,0.0036381184639445695
8,W1A8,1,Z,4.319679297334174e-05,0.003651078828794563
8,W1A8,1,Z,4.489251258218608e-05,0.0037079502435104
8,W1A8,1,Z,4.665479882234468e-05,0.0037709406712491435
8,W1A8,1,Z,4.848626481239078e-05,0.003906695181801495
8,W1A8,1,Z,5.0389626250651503e-05,0.004367807473369573
8,W1A8,1,Z,5.2367705442046556e-05,0.004847021042853669
8,W1A8,1,Z,5.442343548300272e-05,0.005496108962332878
8,W1A8,1,Z,5.655986461065002e-05,0.006234290774875273
8,W1A8,1,Z,5.878016072274912e-05,0.006666149199344321
8,W1A8,1,Z,6.10876160750504e-05,0.0066936414413947065
8,W1A8,1,Z,6.34856521630521e-05,0.00691436622351723
8,W1A8,1,Z,6.597782479539533e-05,0.0074785343883558165
8,W1A8,1,Z,6.856782936641738e-05,0.007806066681231856
8,W1A8,1,Z,7.12595063356841e-05,0.007816756701689055
8,W1A8,1,Z,7.405684692262442e-05,0.007849765208575697
8,W1A8,1,Z,7.696399902471151e-05,0.007895948336489399
8,W1A8,1,Z,7.998527336796708e-05,0.0079966989295408
8,W1A8,1,Z,8.312514989890632e-05,0.00810269434809309
8,W1A8,1,Z,8.638828442740453e-05,0.008212850689188814
8,W1A8,1,Z,8.977951553033314e-05,0.008296384366669615
8,W1A8,1,Z,9.33038717262036e-05,0.008344093479010209
8,W1A8,1,Z,9.69665789314552e-05,0.008554271213322919
8,W1A8,1,Z,0.00010077306820944618,0.009672966809048928
8,W1A8,1,Z,0.00010472898382363586,0.009799702451265319
8,W1A8,1,Z,0.00010884019160690055,0.01030769810541259
8,W1A8,1,Z,0.00011311278765939213,0.010848527689699692
8,W1A8,1,Z,0.00011755310738783699,0.011166625609545722
8,W1A8,1,Z,0.00012216773489967918,0.011400871165969335
8,W1A8,1,Z,0.0001269635127659973,0.01169586522454811
8,W1A8,1,Z,0.0001319475521676706,0.012191818755819777
8,W1A8,1,Z,0.00013712724343984008,0.012729787717258467
8,W1A8,1,Z,0.00014251026703029977,0.013120820769819136
8,W1A8,1,Z,0.0001481046048880674,0.013405732172467226
8,W1A8,1,Z,0.00015391855229902055,0.014164948082810729
8,W1A8,1,Z,0.00015996073018614878,0.01429705600985875
8,W1A8,1,Z,0.0001662400978926612,0.015012735334048349
8,W1A8,1,Z,0.00017276596646690346,0.01550863692945945
8,W1A8,1,Z,0.00017954801246878303,0.016031867151466705
8,W1A8,1,Z,0.0001865962923181746,0.01703821813924826
8,W1A8,1,Z,0.0001939212572065831,0.017851769255730284
8,W1A8,1,Z,0.0002015337685941733,0.01850759182630048
8,W1A8,1,Z,0.00020944511431514686,0.0192168790062138
8,W1A8,1,Z,0.0002176670253153459,0.01943208648423052
8,W1A8,1,Z,0.00022621169304690264,0.0196356978548963
8,W1A8,1,Z,0.00023509178754572868,0.020281354447635642
8,W1A8,1,Z,0.0002443204762186487,0.02170128159442144
8,W1A8,1,Z,0.0002539114433680347,0.022143652131179265
8,W1A8,1,Z,0.00026387891048289345,0.022606478205400998
8,W1A8,1,Z,0.000274237657326495,0.022790917813378244
8,W1A8,1,Z,0.0002850030438518105,0.023762664556914653
8,W1A8,1,Z,0.0002961910329772553,0.024036825112351667
8,W1A8,1,Z,0.000307818214256508,0.024716179441375028
8,W1A8,1,Z,0.0003199018284775064,0.025012615148744605
8,W1A8,1,Z,0.00033245979322709383,0.02541103199952903
8,W1A8,1,Z,0.0003455107294592218,0.026877369981670292
8,W1A8,1,Z,0.0003590739891061055,0.02788697996721077
8,W1A8,1,Z,0.00037316968377327516,0.02913345338036162
8,W1A8,1,Z,0.00038781871456107194,0.030080679843835882
8,W1A8,1,Z,0.0004030428030568051,0.030489761661364762
8,W1A8,1,Z,0.0004188645235435271,0.030995430021588544
8,W1A8,1,Z,0.0004353073364731892,0.03180917527250943
8,W1A8,1,Z,0.00045239562325380536,0.03283484007616661
8,W1A8,1,Z,0.00047015472240221294,0.03392680699653464
8,W1A8,1,Z,0.0004886109671160327,0.034347607483940966
8,W1A8,1,Z,0.0005077917243205403,0.036341150209644096
8,W1A8,1,Z,0.0005277254352483538,0.03789492686251598
8,W1A8,1,Z,0.0005484416576121015,0.03827057583494765
